"Percentage of singletons in all counts"	"1.784%"
"Singleton"	"rake"
"Singleton"	"rakes"
"Singleton"	"rally"
"Singleton"	"ralph"
"Singleton"	"rambling"
"Singleton"	"ramone"
"Singleton"	"rampentium"
"Singleton"	"rang"
"Singleton"	"rangeall"
"Singleton"	"rangeboss"
"Singleton"	"rangebut"
"Singleton"	"ranged"
"Singleton"	"rangesand"
"Singleton"	"rangesstick"
"Singleton"	"rangesure"
"Singleton"	"rangethe"
"Singleton"	"rangevocals"
"Singleton"	"rap"
"Singleton"	"rapidlyfirmly"
"Singleton"	"rapidlyi"
"Singleton"	"rapidlythe"
"Singleton"	"rappersthat"
"Singleton"	"rarity"
"Singleton"	"rash"
"Singleton"	"raspcan"
"Singleton"	"raspier"
"Singleton"	"ratchets"
"Singleton"	"ratingi"
"Singleton"	"ratingthe"
"Singleton"	"ratioeven"
"Singleton"	"ratioif"
"Singleton"	"rationalize"
"Singleton"	"ratioread"
"Singleton"	"ratiosattack"
"Singleton"	"ratm"
"Singleton"	"ratty"
"Singleton"	"raucous"
"Singleton"	"rauenis"
"Singleton"	"raved"
"Singleton"	"ravel"
"Singleton"	"rawer"
"Singleton"	"rawhide"
"Singleton"	"razorsharp"
"Singleton"	"rb"
"Singleton"	"rbgh"
"Singleton"	"rbig"
"Singleton"	"rcf"
"Singleton"	"rcommended"
"Singleton"	"rcxl"
"Singleton"	"rdmix"
"Singleton"	"rdsfor"
"Singleton"	"reacquired"
"Singleton"	"reactions"
"Singleton"	"reada"
"Singleton"	"readability"
"Singleton"	"readabilty"
"Singleton"	"readableas"
"Singleton"	"readby"
"Singleton"	"readerat"
"Singleton"	"readguess"
"Singleton"	"readi"
"Singleton"	"readingthe"
"Singleton"	"readingto"
"Singleton"	"readit"
"Singleton"	"readso"
"Singleton"	"readwhat"
"Singleton"	"readyit"
"Singleton"	"readysetgo"
"Singleton"	"readythe"
"Singleton"	"reajust"
"Singleton"	"realisticgoing"
"Singleton"	"realisticsounding"
"Singleton"	"realitively"
"Singleton"	"realizationthere"
"Singleton"	"reallly"
"Singleton"	"reallyas"
"Singleton"	"reallynot"
"Singleton"	"reallyonce"
"Singleton"	"reallysmall"
"Singleton"	"reallythis"
"Singleton"	"reallywell"
"Singleton"	"realtimesoft"
"Singleton"	"realtively"
"Singleton"	"realy"
"Singleton"	"reamp"
"Singleton"	"reaperhad"
"Singleton"	"reaperi"
"Singleton"	"reaperthe"
"Singleton"	"reapplied"
"Singleton"	"reapplying"
"Singleton"	"rearend"
"Singleton"	"rearrange"
"Singleton"	"rearranged"
"Singleton"	"rearranging"
"Singleton"	"rearwards"
"Singleton"	"reasonablypriced"
"Singleton"	"reasonalbe"
"Singleton"	"reasonand"
"Singleton"	"reasonfine"
"Singleton"	"reassemble"
"Singleton"	"reassign"
"Singleton"	"reassured"
"Singleton"	"reassuring"
"Singleton"	"reattached"
"Singleton"	"reattaching"
"Singleton"	"reboot"
"Singleton"	"rebootnow"
"Singleton"	"rebrand"
"Singleton"	"rebuilt"
"Singleton"	"recamend"
"Singleton"	"recap"
"Singleton"	"recapture"
"Singleton"	"recase"
"Singleton"	"reccomendation"
"Singleton"	"receivedsee"
"Singleton"	"receivethe"
"Singleton"	"recentlyi"
"Singleton"	"recentobviously"
"Singleton"	"receomend"
"Singleton"	"receptacle"
"Singleton"	"recessthis"
"Singleton"	"rechargables"
"Singleton"	"recharging"
"Singleton"	"recheck"
"Singleton"	"recitals"
"Singleton"	"recived"
"Singleton"	"reckon"
"Singleton"	"reclaim"
"Singleton"	"reclines"
"Singleton"	"reclining"
"Singleton"	"reclosable"
"Singleton"	"recocmmend"
"Singleton"	"recognizable"
"Singleton"	"recomed"
"Singleton"	"recomendado"
"Singleton"	"recomendation"
"Singleton"	"recomende"
"Singleton"	"recomened"
"Singleton"	"recommed"
"Singleton"	"recommeded"
"Singleton"	"recommendcfh"
"Singleton"	"recommendedafter"
"Singleton"	"recommendedbattery"
"Singleton"	"recommendedcfhevaluation"
"Singleton"	"recommendedcfhnote"
"Singleton"	"recommendedif"
"Singleton"	"recommendedin"
"Singleton"	"recommendedjm"
"Singleton"	"recommendedupdate"
"Singleton"	"recommendgo"
"Singleton"	"recommendsnark"
"Singleton"	"recommened"
"Singleton"	"recommmended"
"Singleton"	"reconfigure"
"Singleton"	"reconfiguring"
"Singleton"	"reconnect"
"Singleton"	"reconnecting"
"Singleton"	"recordedthis"
"Singleton"	"recorderafter"
"Singleton"	"recorderanyone"
"Singleton"	"recorderbottom"
"Singleton"	"recorderianalyzerimovieirecorder"
"Singleton"	"recordermixer"
"Singleton"	"recordermultitrack"
"Singleton"	"recordersbut"
"Singleton"	"recorderseems"
"Singleton"	"recordersthe"
"Singleton"	"recorderwhen"
"Singleton"	"recordi"
"Singleton"	"recordif"
"Singleton"	"recordingcons"
"Singleton"	"recordingits"
"Singleton"	"recordingmonitoring"
"Singleton"	"recordingno"
"Singleton"	"recordingpossible"
"Singleton"	"recordingproducing"
"Singleton"	"recordingproduction"
"Singleton"	"recordingpros"
"Singleton"	"recordingps"
"Singleton"	"recordingrehearsal"
"Singleton"	"recordingshortly"
"Singleton"	"recordingsi"
"Singleton"	"recordingspend"
"Singleton"	"recordingsr"
"Singleton"	"recordingsthis"
"Singleton"	"recordingto"
"Singleton"	"recordingvery"
"Singleton"	"recordingyour"
"Singleton"	"recordists"
"Singleton"	"recordpause"
"Singleton"	"recordsthis"
"Singleton"	"recordundoall"
"Singleton"	"recourse"
"Singleton"	"recovered"
"Singleton"	"rectangles"
"Singleton"	"recto"
"Singleton"	"rectofier"
"Singleton"	"recuperate"
"Singleton"	"recut"
"Singleton"	"recycle"
"Singleton"	"reddish"
"Singleton"	"reddiva"
"Singleton"	"redeeming"
"Singleton"	"redeisigned"
"Singleton"	"redesigned"
"Singleton"	"redesigning"
"Singleton"	"rediscovering"
"Singleton"	"redoing"
"Singleton"	"redressed"
"Singleton"	"redrill"
"Singleton"	"redstill"
"Singleton"	"reducedbuild"
"Singleton"	"reductionthese"
"Singleton"	"redundanciesit"
"Singleton"	"redundantaudiophile"
"Singleton"	"reead"
"Singleton"	"reecho"
"Singleton"	"reek"
"Singleton"	"reeked"
"Singleton"	"reeks"
"Singleton"	"reel"
"Singleton"	"reeling"
"Singleton"	"reemed"
"Singleton"	"reenable"
"Singleton"	"reengineering"
"Singleton"	"reevaluate"
"Singleton"	"ref"
"Singleton"	"referencein"
"Singleton"	"references"
"Singleton"	"refernce"
"Singleton"	"refill"
"Singleton"	"refillable"
"Singleton"	"refilled"
"Singleton"	"refilling"
"Singleton"	"refinement"
"Singleton"	"refinements"
"Singleton"	"refining"
"Singleton"	"refir"
"Singleton"	"reflected"
"Singleton"	"reflecting"
"Singleton"	"reflectionthe"
"Singleton"	"reflective"
"Singleton"	"reflectors"
"Singleton"	"refrain"
"Singleton"	"refresh"
"Singleton"	"refretted"
"Singleton"	"refretting"
"Singleton"	"refrigerator"
"Singleton"	"refundjm"
"Singleton"	"refunds"
"Singleton"	"refurbishing"
"Singleton"	"refurbused"
"Singleton"	"refuses"
"Singleton"	"reg"
"Singleton"	"regarded"
"Singleton"	"regardhowever"
"Singleton"	"regardlessi"
"Singleton"	"regimen"
"Singleton"	"regional"
"Singleton"	"regionally"
"Singleton"	"regions"
"Singleton"	"registeri"
"Singleton"	"registering"
"Singleton"	"registerson"
"Singleton"	"registersplaying"
"Singleton"	"regretowyea"
"Singleton"	"regretsall"
"Singleton"	"regrettable"
"Singleton"	"regretthree"
"Singleton"	"regretting"
"Singleton"	"reguarly"
"Singleton"	"regularmedium"
"Singleton"	"regulars"
"Singleton"	"regulary"
"Singleton"	"regulated"
"Singleton"	"rehash"
"Singleton"	"rehearsala"
"Singleton"	"rehearsalpractice"
"Singleton"	"rehearsalsone"
"Singleton"	"rehearsel"
"Singleton"	"rehoused"
"Singleton"	"reigning"
"Singleton"	"reinforces"
"Singleton"	"reinstalls"
"Singleton"	"reinvention"
"Singleton"	"reissuealso"
"Singleton"	"reissueand"
"Singleton"	"reject"
"Singleton"	"rejected"
"Singleton"	"rejectedbuilt"
"Singleton"	"rejuvenate"
"Singleton"	"relating"
"Singleton"	"relational"
"Singleton"	"relations"
"Singleton"	"relax"
"Singleton"	"relaxation"
"Singleton"	"relaxes"
"Singleton"	"relaxing"
"Singleton"	"relaying"
"Singleton"	"releafthick"
"Singleton"	"relearning"
"Singleton"	"releasedso"
"Singleton"	"relegating"
"Singleton"	"relevance"
"Singleton"	"reliabilitybtw"
"Singleton"	"reliabilityso"
"Singleton"	"reliabilty"
"Singleton"	"reliableand"
"Singleton"	"reliablegreat"
"Singleton"	"reliablemy"
"Singleton"	"reliablythe"
"Singleton"	"reliance"
"Singleton"	"relic"
"Singleton"	"reliced"
"Singleton"	"reliefbut"
"Singleton"	"reliefit"
"Singleton"	"relieve"
"Singleton"	"relieves"
"Singleton"	"religoulsy"
"Singleton"	"relly"
"Singleton"	"relocate"
"Singleton"	"relocated"
"Singleton"	"relocation"
"Singleton"	"reluctance"
"Singleton"	"remainder"
"Singleton"	"remarked"
"Singleton"	"remarks"
"Singleton"	"remembering"
"Singleton"	"rememberthink"
"Singleton"	"rememberto"
"Singleton"	"remians"
"Singleton"	"reminded"
"Singleton"	"remixed"
"Singleton"	"remixing"
"Singleton"	"remodeling"
"Singleton"	"removedreattached"
"Singleton"	"removedvery"
"Singleton"	"removethe"
"Singleton"	"removethere"
"Singleton"	"renaiessance"
"Singleton"	"renaissance"
"Singleton"	"renamed"
"Singleton"	"renaming"
"Singleton"	"renditions"
"Singleton"	"renowned"
"Singleton"	"rent"
"Singleton"	"rental"
"Singleton"	"rented"
"Singleton"	"reoccurred"
"Singleton"	"reommend"
"Singleton"	"reordered"
"Singleton"	"reordering"
"Singleton"	"reorganize"
"Singleton"	"repainted"
"Singleton"	"repairable"
"Singleton"	"repairedso"
"Singleton"	"repairedupdate"
"Singleton"	"repairedyou"
"Singleton"	"repairingrestoring"
"Singleton"	"repairsand"
"Singleton"	"repalcement"
"Singleton"	"repeater"
"Singleton"	"repeating"
"Singleton"	"repeatsi"
"Singleton"	"repel"
"Singleton"	"repertoire"
"Singleton"	"replaceddon"
"Singleton"	"replacedto"
"Singleton"	"replacememts"
"Singleton"	"replacementat"
"Singleton"	"replacementif"
"Singleton"	"replacementit"
"Singleton"	"replacementkeep"
"Singleton"	"replacementno"
"Singleton"	"replacementpresumably"
"Singleton"	"replacementsi"
"Singleton"	"replacementthis"
"Singleton"	"replacementvery"
"Singleton"	"replacementwhen"
"Singleton"	"replacemnt"
"Singleton"	"replay"
"Singleton"	"replecates"
"Singleton"	"replenish"
"Singleton"	"replenished"
"Singleton"	"repleted"
"Singleton"	"replica"
"Singleton"	"replies"
"Singleton"	"reportedit"
"Singleton"	"reporthad"
"Singleton"	"repositioned"
"Singleton"	"reprieve"
"Singleton"	"reps"
"Singleton"	"republic"
"Singleton"	"repurposed"
"Singleton"	"reputations"
"Singleton"	"reputedly"
"Singleton"	"requests"
"Singleton"	"requies"
"Singleton"	"requiredof"
"Singleton"	"requisite"
"Singleton"	"requred"
"Singleton"	"rerecorded"
"Singleton"	"rerelease"
"Singleton"	"reroute"
"Singleton"	"rescrewing"
"Singleton"	"resealableplastic"
"Singleton"	"reseating"
"Singleton"	"resecured"
"Singleton"	"resemble"
"Singleton"	"resembling"
"Singleton"	"resent"
"Singleton"	"resenting"
"Singleton"	"reservationsperhaps"
"Singleton"	"reserve"
"Singleton"	"resetting"
"Singleton"	"resettingthe"
"Singleton"	"reshift"
"Singleton"	"reshipping"
"Singleton"	"reside"
"Singleton"	"residents"
"Singleton"	"residuethis"
"Singleton"	"resign"
"Singleton"	"resigning"
"Singleton"	"resin"
"Singleton"	"resisted"
"Singleton"	"resistent"
"Singleton"	"resistible"
"Singleton"	"resistors"
"Singleton"	"resists"
"Singleton"	"resized"
"Singleton"	"resonated"
"Singleton"	"resonater"
"Singleton"	"resonatingso"
"Singleton"	"resonations"
"Singleton"	"resonatorlike"
"Singleton"	"resophonic"
"Singleton"	"resort"
"Singleton"	"resorted"
"Singleton"	"resouke"
"Singleton"	"resound"
"Singleton"	"resource"
"Singleton"	"resources"
"Singleton"	"resourcesthe"
"Singleton"	"respected"
"Singleton"	"respecti"
"Singleton"	"respectivelyit"
"Singleton"	"respectthe"
"Singleton"	"responseall"
"Singleton"	"responsefor"
"Singleton"	"responseone"
"Singleton"	"responsethe"
"Singleton"	"responsethis"
"Singleton"	"responseunlike"
"Singleton"	"responsivehardware"
"Singleton"	"responsively"
"Singleton"	"responsiveso"
"Singleton"	"responsivethe"
"Singleton"	"responsivness"
"Singleton"	"respose"
"Singleton"	"restarted"
"Singleton"	"restarting"
"Singleton"	"restaurant"
"Singleton"	"restaurantoperation"
"Singleton"	"restitched"
"Singleton"	"restoring"
"Singleton"	"restrict"
"Singleton"	"restricted"
"Singleton"	"restriction"
"Singleton"	"restrictions"
"Singleton"	"restsin"
"Singleton"	"resttray"
"Singleton"	"resultant"
"Singleton"	"resulti"
"Singleton"	"resultsedit"
"Singleton"	"resultsgreat"
"Singleton"	"resultsi"
"Singleton"	"resultsis"
"Singleton"	"resultsthis"
"Singleton"	"resultstip"
"Singleton"	"resultsused"
"Singleton"	"resume"
"Singleton"	"resurrect"
"Singleton"	"retailed"
"Singleton"	"retailyes"
"Singleton"	"retention"
"Singleton"	"rethinking"
"Singleton"	"rethreading"
"Singleton"	"rethunkbut"
"Singleton"	"retina"
"Singleton"	"retirees"
"Singleton"	"retirementthe"
"Singleton"	"retiring"
"Singleton"	"retract"
"Singleton"	"retried"
"Singleton"	"retrievalas"
"Singleton"	"retrieving"
"Singleton"	"retrofuturistic"
"Singleton"	"retubed"
"Singleton"	"retubing"
"Singleton"	"returnexchange"
"Singleton"	"reults"
"Singleton"	"reunion"
"Singleton"	"reuseable"
"Singleton"	"rev"
"Singleton"	"revamping"
"Singleton"	"revealed"
"Singleton"	"revealing"
"Singleton"	"reveiw"
"Singleton"	"reveiwer"
"Singleton"	"reveiws"
"Singleton"	"reverbalso"
"Singleton"	"reverbbut"
"Singleton"	"reverbchorusdelay"
"Singleton"	"reverbed"
"Singleton"	"reverberating"
"Singleton"	"reverberations"
"Singleton"	"reverbfor"
"Singleton"	"reverbfx"
"Singleton"	"reverbish"
"Singleton"	"reverbkind"
"Singleton"	"reverbsdelays"
"Singleton"	"reverbsmoreeven"
"Singleton"	"reverbthere"
"Singleton"	"reverbthis"
"Singleton"	"reverbwellyou"
"Singleton"	"reverby"
"Singleton"	"reversetaper"
"Singleton"	"reversing"
"Singleton"	"reverted"
"Singleton"	"reverts"
"Singleton"	"reviberating"
"Singleton"	"reviewas"
"Singleton"	"reviewdowngraded"
"Singleton"	"reviewfor"
"Singleton"	"reviewif"
"Singleton"	"reviewjan"
"Singleton"	"reviewprices"
"Singleton"	"reviewrecently"
"Singleton"	"reviewsedit"
"Singleton"	"reviewsif"
"Singleton"	"reviewsit"
"Singleton"	"reviewslook"
"Singleton"	"reviewsso"
"Singleton"	"reviewsthis"
"Singleton"	"reviewswell"
"Singleton"	"reviewvery"
"Singleton"	"reviewwow"
"Singleton"	"revision"
"Singleton"	"revival"
"Singleton"	"revive"
"Singleton"	"reviwers"
"Singleton"	"revolution"
"Singleton"	"revolutionary"
"Singleton"	"revolutions"
"Singleton"	"revolves"
"Singleton"	"revues"
"Singleton"	"rewet"
"Singleton"	"rewetting"
"Singleton"	"rewievs"
"Singleton"	"rewires"
"Singleton"	"rfier"
"Singleton"	"rgxx"
"Singleton"	"rhapsodyenjoy"
"Singleton"	"rhino"
"Singleton"	"rhodes"
"Singleton"	"rhyme"
"Singleton"	"rhythem"
"Singleton"	"rhythmchord"
"Singleton"	"rhythmically"
"Singleton"	"rhythmlead"
"Singleton"	"rhythmthick"
"Singleton"	"rhythmtrak"
"Singleton"	"ri"
"Singleton"	"rica"
"Singleton"	"rice"
"Singleton"	"richdeepgreat"
"Singleton"	"richie"
"Singleton"	"richsounding"
"Singleton"	"rick"
"Singleton"	"rickenbackers"
"Singleton"	"rickety"
"Singleton"	"ridged"
"Singleton"	"ridiculousok"
"Singleton"	"ridiculousthe"
"Singleton"	"riding"
"Singleton"	"rife"
"Singleton"	"riffslack"
"Singleton"	"rifts"
"Singleton"	"riggers"
"Singleton"	"riggors"
"Singleton"	"rightalso"
"Singleton"	"rightangled"
"Singleton"	"rightanyone"
"Singleton"	"rightas"
"Singleton"	"rightbut"
"Singleton"	"righteous"
"Singleton"	"rightfender"
"Singleton"	"rightfor"
"Singleton"	"righthanded"
"Singleton"	"rightif"
"Singleton"	"rightitll"
"Singleton"	"rightits"
"Singleton"	"rightknobs"
"Singleton"	"rightly"
"Singleton"	"rightnever"
"Singleton"	"rightnopecause"
"Singleton"	"rights"
"Singleton"	"rightsharp"
"Singleton"	"rightsimply"
"Singleton"	"rightso"
"Singleton"	"rightthese"
"Singleton"	"rightthey"
"Singleton"	"rightthis"
"Singleton"	"rightto"
"Singleton"	"righttook"
"Singleton"	"rightupdate"
"Singleton"	"rightwell"
"Singleton"	"rigi"
"Singleton"	"rigin"
"Singleton"	"rigorously"
"Singleton"	"rigours"
"Singleton"	"rigt"
"Singleton"	"rigwithout"
"Singleton"	"rims"
"Singleton"	"rimshot"
"Singleton"	"rimshots"
"Singleton"	"rimthreading"
"Singleton"	"ringer"
"Singleton"	"ringi"
"Singleton"	"ringvolume"
"Singleton"	"ringy"
"Singleton"	"rink"
"Singleton"	"rinsing"
"Singleton"	"rio"
"Singleton"	"riotorjake"
"Singleton"	"ripping"
"Singleton"	"ripthis"
"Singleton"	"risa"
"Singleton"	"riser"
"Singleton"	"risers"
"Singleton"	"rising"
"Singleton"	"riskoverall"
"Singleton"	"risky"
"Singleton"	"rithyms"
"Singleton"	"rival"
"Singleton"	"rivaled"
"Singleton"	"rivaling"
"Singleton"	"rivera"
"Singleton"	"rivet"
"Singleton"	"riveting"
"Singleton"	"riviera"
"Singleton"	"rj"
"Singleton"	"rline"
"Singleton"	"rms"
"Singleton"	"roadblackheart"
"Singleton"	"roadgig"
"Singleton"	"roadies"
"Singleton"	"roadrugged"
"Singleton"	"roadrunner"
"Singleton"	"roadshow"
"Singleton"	"roadso"
"Singleton"	"roadstage"
"Singleton"	"roadster"
"Singleton"	"roam"
"Singleton"	"roared"
"Singleton"	"roarhaving"
"Singleton"	"robbers"
"Singleton"	"robbersit"
"Singleton"	"robbing"
"Singleton"	"robbins"
"Singleton"	"robots"
"Singleton"	"robustin"
"Singleton"	"robusto"
"Singleton"	"roc"
"Singleton"	"rockabillyblues"
"Singleton"	"rockbased"
"Singleton"	"rockblues"
"Singleton"	"rockcall"
"Singleton"	"rockcountry"
"Singleton"	"rockerverb"
"Singleton"	"rockets"
"Singleton"	"rockett"
"Singleton"	"rockgod"
"Singleton"	"rockgrunge"
"Singleton"	"rockif"
"Singleton"	"rockingi"
"Singleton"	"rockisland"
"Singleton"	"rockmaster"
"Singleton"	"rockmetalgrunge"
"Singleton"	"rockn"
"Singleton"	"rockrd"
"Singleton"	"rockstars"
"Singleton"	"rocksteady"
"Singleton"	"rocksworks"
"Singleton"	"rockthis"
"Singleton"	"rockto"
"Singleton"	"roduct"
"Singleton"	"roger"
"Singleton"	"rokkit"
"Singleton"	"rolandroland"
"Singleton"	"rolands"
"Singleton"	"rollback"
"Singleton"	"rolloffpresence"
"Singleton"	"rooftop"
"Singleton"	"roomamateur"
"Singleton"	"roomfilling"
"Singleton"	"roommmate"
"Singleton"	"roomno"
"Singleton"	"roomoffice"
"Singleton"	"roompro"
"Singleton"	"roomspa"
"Singleton"	"roomsserves"
"Singleton"	"roomthe"
"Singleton"	"roomthis"
"Singleton"	"roomupdateaugust"
"Singleton"	"roor"
"Singleton"	"rooroojuh"
"Singleton"	"rooted"
"Singleton"	"rootth"
"Singleton"	"rosegold"
"Singleton"	"rosewoodspruce"
"Singleton"	"rosins"
"Singleton"	"ross"
"Singleton"	"roswell"
"Singleton"	"rot"
"Singleton"	"rotaries"
"Singleton"	"rotatable"
"Singleton"	"rotationalso"
"Singleton"	"rote"
"Singleton"	"rotosoundsthink"
"Singleton"	"rotr"
"Singleton"	"rots"
"Singleton"	"rotted"
"Singleton"	"rougherbut"
"Singleton"	"roughneck"
"Singleton"	"roughness"
"Singleton"	"roughthe"
"Singleton"	"rounding"
"Singleton"	"roundness"
"Singleton"	"routines"
"Singleton"	"rpm"
"Singleton"	"rpuone"
"Singleton"	"rsince"
"Singleton"	"rthis"
"Singleton"	"rubannoyance"
"Singleton"	"rubbercovering"
"Singleton"	"rubberization"
"Singleton"	"rubberylike"
"Singleton"	"rubbish"
"Singleton"	"rubenstein"
"Singleton"	"rubs"
"Singleton"	"rudimentary"
"Singleton"	"ruggedness"
"Singleton"	"ruggedwe"
"Singleton"	"rugi"
"Singleton"	"ruled"
"Singleton"	"rumbly"
"Singleton"	"rumor"
"Singleton"	"rump"
"Singleton"	"runand"
"Singleton"	"runaround"
"Singleton"	"rundown"
"Singleton"	"runi"
"Singleton"	"runofthemill"
"Singleton"	"runso"
"Singleton"	"runtime"
"Singleton"	"rushed"
"Singleton"	"russian"
"Singleton"	"rustfree"
"Singleton"	"rustic"
"Singleton"	"rusts"
"Singleton"	"rustyi"
"Singleton"	"rvthe"
"Singleton"	"rw"
"Singleton"	"rwgd"
"Singleton"	"rws"
"Singleton"	"rwswhat"
"Singleton"	"rxv"
"Singleton"	"sa"
"Singleton"	"saaaaaaay"
"Singleton"	"sabbathi"
"Singleton"	"sabe"
"Singleton"	"sabian"
"Singleton"	"sabineor"
"Singleton"	"sack"
"Singleton"	"sadanyway"
"Singleton"	"saddlebag"
"Singleton"	"saddlebridge"
"Singleton"	"saddlechange"
"Singleton"	"saddled"
"Singleton"	"saddledo"
"Singleton"	"saddlenut"
"Singleton"	"saddlewow"
"Singleton"	"sae"
"Singleton"	"safelyoverall"
"Singleton"	"safelythe"
"Singleton"	"safest"
"Singleton"	"safter"
"Singleton"	"saidi"
"Singleton"	"saidworks"
"Singleton"	"sakeif"
"Singleton"	"saleaddendumthe"
"Singleton"	"salesi"
"Singleton"	"salesperson"
"Singleton"	"saleupdate"
"Singleton"	"salivateawkward"
"Singleton"	"salty"
"Singleton"	"salvage"
"Singleton"	"salvation"
"Singleton"	"samashmusic"
"Singleton"	"sameas"
"Singleton"	"samebut"
"Singleton"	"samecan"
"Singleton"	"sameeven"
"Singleton"	"samefortunately"
"Singleton"	"sameif"
"Singleton"	"samein"
"Singleton"	"sameprosfirst"
"Singleton"	"samestrap"
"Singleton"	"samethey"
"Singleton"	"sameto"
"Singleton"	"samewould"
"Singleton"	"samplerfantastocrats"
"Singleton"	"samplerlooperthe"
"Singleton"	"samplers"
"Singleton"	"samplingpocketamppocketgkreap"
"Singleton"	"sampson"
"Singleton"	"samsontech"
"Singleton"	"samsonzoom"
"Singleton"	"samtra"
"Singleton"	"sanctuary"
"Singleton"	"sandingpolishing"
"Singleton"	"sandisc"
"Singleton"	"sands"
"Singleton"	"sandwitch"
"Singleton"	"sanity"
"Singleton"	"sanother"
"Singleton"	"sanpaper"
"Singleton"	"sanscase"
"Singleton"	"sansom"
"Singleton"	"sap"
"Singleton"	"sapce"
"Singleton"	"sapping"
"Singleton"	"sas"
"Singleton"	"sasc"
"Singleton"	"satan"
"Singleton"	"sate"
"Singleton"	"satified"
